256 : 108529902963226041067227323072690277802175884142139164330523206248080342936083
256 : 61694487874292478359085980413668160238508681335761909728367888248788759549567
256 : 71521075603459597182927438646719176347746760807274744995026499626021957295703
256 : 81000176606182837476098901224025077889914891623373607060283449670758355231799
256 : 70008140761214153135257213174028335838985192447917752561243174698998113449287
256 : 88508535078993825598050803619185559084343971054519086675531811295641792279059
256 : 84129840939010575359693349449347220178212895183571498749839264369409164211743
256 : 66250119985198002918983410487975137947461476556188691524264030943126044380419
256 : 93129214905063165530471264991337554265024302342416375860045872228887582200187
256 : 98803020203425315033719954819708105305447938766341576334404739347054021588583
